""	"logFC"	"Fold Change"	"AveExpr"	"t"	"P.Value"	"adj.P.Val"
"hcmv-miR-US25-1-5p"	14.6481166327728	25675.7114569938	14.9857759364992	2.32512914823244	0.0542732642593655	0.16072429994955
"hsa-miR-592"	40.3101127284659	1363179542295.14	38.747938481305	2.31436335580629	0.0551268479805115	0.16164697154056
"hsa-miR-573"	10.943424451535	1969.24166156091	10.7977539286766	2.31305548004501	0.055231476179756	0.16164697154056
"ebv-miR-BART17-5p"	-851.731158477277	-2.4924528030919e+256	-726.759817739033	-2.31091578901522	0.0554030863401676	0.16164697154056
"hsa-miR-132-5p"	-123.507657210881	-1.51185282114446e+37	-78.2893905518368	-2.31060770773622	0.0554278403066065	0.16164697154056
"hsa-miR-590-3p"	31.5799923039438	3210147193.0939	35.7864337013732	2.30550421693307	0.0558395481799572	0.161699022633591
"hsa-miR-525-5p"	-68.2086977838152	-3.41086081766504e+20	-95.3349870746472	-2.30477882348221	0.0558983200963297	0.161699022633591
"hsa-miR-524-3p"	13.9057955003563	15348.3452287228	11.986355729289	2.30006525430384	0.0562817593709096	0.161699022633591
"hsa-miR-744-5p"	-529.72797786206	-2.91079003129588e+159	-435.461030980235	-2.29997694459874	0.0562889687655393	0.161699022633591
"hsa-miR-580-3p"	34.5390025804208	24961794127.4695	20.8093522874211	2.29380844921537	0.0567948903928679	0.162160853761826
"hsa-miR-196a-5p"	13.1696723471277	9214.38617433261	12.167343691021	2.29286616962867	0.0568725810455427	0.162160853761826
"hsa-miR-608"	-32.9812489740063	-8479011721.46057	-23.4037565242491	-2.27421261397112	0.0584330761237914	0.16525903832408
"hsa-miR-708-5p"	-292.970221770495	-1.55892272959505e+88	-185.263459160925	-2.27384528954409	0.0584642397332644	0.16525903832408
"hsa-miR-516b-5p"	-56.1933810139404	-82393555263322752	-44.8296741456695	-2.27098373621303	0.0587075929159874	0.16525903832408
"hsa-miR-376a-5p"	-132.084695231233	-5.77371353956905e+39	-76.3629711733831	-2.26965416480896	0.0588210136407744	0.16525903832408
"hsa-miR-625-5p"	-129.141589940772	-7.50744674067348e+38	-132.895761267502	-2.25977093201539	0.0596711393024941	0.16703563447085
"hsa-miR-92b-3p"	-46.9335173814872	-134399153648430	-49.7339858493907	-2.25090599731345	0.0604443093145444	0.167713380425302
"hsa-miR-451a"	-2582.22888615465	-Inf	-2132.84656822942	-2.25015794288421	0.060510016528605	0.167713380425302
"hsa-miR-509-5p"	-161.34205825721	-3.70509286425106e+48	-115.286236940738	-2.24948442147104	0.0605692390844964	0.167713380425302
"hsa-miR-518c-5p"	-909.883655842083	-7.98496419114164e+273	-834.829238959948	-2.23295246979396	0.0620415046058303	0.171172064865726
"hsa-miR-491-3p"	-370.201144909879	-2.76470658556602e+111	-842.956174390206	-2.22899190096976	0.062399580930625	0.171542933956234
"hsa-miR-150-3p"	16.4723858665024	90924.777289162	20.7753910674112	2.21988864297875	0.0632305801887479	0.172477124234684
"ebv-miR-BART1-3p"	12.2444196229626	4852.18762651556	7.84066111904965	2.21928225818049	0.0632863317375902	0.172477124234684
"hsa-miR-589-3p&hsa-miR-589-5p"	-61.4843402001923	-3225749687454388224	-74.0834632419277	-2.21789554910137	0.0634140143861551	0.172477124234684
"hsa-miR-324-5p"	-53.0545079843604	-9354020308866708	-48.1713752714716	-2.21181057258327	0.0639773892202568	0.172612702373155
"hsa-miR-34a-5p"	-410.455404384875	-3.62567274784694e+123	-371.364795617133	-2.21045007392101	0.0641040426685131	0.172612702373155
"hsa-miR-579-3p"	-43.7428049320464	-14719612562957.4	-45.5428793529355	-2.21007494499228	0.0641390093563874	0.172612702373155
"hsa-miR-18a-3p"	-16.8194860598876	-115656.438786988	-17.6566367490082	-2.20745929042257	0.064383358621524	0.172664461757723
"hsa-miR-640"	-28.6959205824766	-434843365.68145	-27.5059854881094	-2.19505438116362	0.0655550998752967	0.174713235030085
"hsa-miR-200b-3p"	15.9601992317327	63752.7180793482	18.123065834437	2.19455328236618	0.0656028835575807	0.174713235030085
"hsa-miR-183-3p"	-26.6963516334378	-108743327.089546	-39.7563652155853	-2.17543168615933	0.0674528336964163	0.178286989540412
"hsa-miR-620"	-1463.83711742272	-Inf	-1252.06975308774	-2.17372729434749	0.0676202651115633	0.178286989540412
"hsa-miR-658"	-1296.9162428141	-Inf	-1069.46045712382	-2.16948673467053	0.0680386607078561	0.178286989540412
"hsa-miR-140-3p"	-219.619546332236	-1.29440767725703e+66	-345.841083338716	-2.16870754378389	0.0681158234410185	0.178286989540412
"ebv-miR-BART20-5p"	-11.9678656065002	-4005.7748140075	-8.58385987730438	-2.16423458325664	0.0685604892229204	0.178286989540412
"hsa-miR-24-1-5p"	-62.9216803464006	-8736010791642907648	-47.4782992038346	-2.16324130578956	0.0686596296024248	0.178286989540412
"hsa-miR-215-5p"	-16.1872029796985	-74616.2884751824	-15.6462884274614	-2.16243945765072	0.068739768638099	0.178286989540412
"hsa-miR-340-3p"	-35.1879945167947	-39141894028.8869	-14.7448344056122	-2.16158463641734	0.0688253058598722	0.178286989540412
"hsa-miR-654-5p"	-18.3588049217845	-336163.816750768	-19.1115733248321	-2.15947551472034	0.0690368134204724	0.178286989540412
"hsa-miR-23a-5p"	9.90299932508679	957.41415460546	10.2082392082573	2.14844787306518	0.0701534066597011	0.180562627208023
"hsa-miR-98-5p"	-242.682445604135	-1.13421542152185e+73	-194.813887400879	-2.13986911258608	0.0710346076050299	0.182219210812903
"hsa-miR-920"	-75.4886770955478	-5.30097967125758e+22	-60.349283227552	-2.13278110043812	0.0717710794306913	0.183494726411134
"hsa-miR-374b-3p"	-100.601781211238	-1.92377271940132e+30	-69.8667392193275	-2.12983771641912	0.0720791606956762	0.183670153666391
"hsa-miR-371a-5p"	-2973.79499639021	-Inf	-3227.11831305007	-2.12379952030327	0.0727153404898014	0.184677702502244
"hsa-miR-490-3p"	-107.81182992217	-2.84835879142744e+32	-98.9624617317559	-2.12117931867984	0.0729931555495517	0.184771453156786
"hsa-miR-890"	-16.5698614787127	-97280.3958368762	-12.9056557758727	-2.11398454745404	0.0737614984574128	0.186102201700117
"hsa-miR-30c-1-3p"	7.88057520499472	235.661978667995	7.58497123131585	2.10293325981637	0.0749575259237388	0.188499745519697
"hsa-miR-300"	-478.312634754514	-9.69282487457951e+143	-412.238925701794	-2.09033284853978	0.0763449489130062	0.191361358876718
"hsa-miR-491-5p"	-108.84969657627	-5.84821982103628e+32	-105.57697548019	-2.08339301658925	0.0771200426010098	0.192674503827279
"hsa-miR-583"	-459.253768247661	-1.77484268213833e+138	-350.592424599773	-2.06745836213218	0.0789296637384958	0.195456854126813
"hsa-miR-656-3p"	-45.5265322633689	-50681774218456.7	-23.2189805227355	-2.06700656727116	0.0789815859225584	0.195456854126813
"hsa-miR-27b-3p"	-391.282812538866	-6.13568933305661e+117	-607.2799333169	-2.06686200345916	0.0789982070134448	0.195456854126813
"hsa-miR-33b-5p"	10.8683886502931	1869.43766398857	11.7859386431545	2.0623351033118	0.0795204542659273	0.196116361485422
