""	"logFC"	"Fold Change"	"AveExpr"	"t"	"P.Value"	"adj.P.Val"
"ebv-miR-BART10-5p"	95.4433252181642	5.38646418555558e+28	100.969731253526	37.9718206685642	1.86469092617097e-14	1.78695579024874e-13
"hsa-miR-875-3p"	103.1617949302	1.13447434847186e+31	104.833068904692	37.9357622695175	1.887137144852e-14	1.78695579024874e-13
"hsa-miR-567"	87.4834313272645	2.16340063635073e+26	87.7188656457543	37.8412195251988	1.94738457358556e-14	1.82151703407332e-13
"hsa-miR-517a-3p"	86.5296372787511	1.11690525640206e+26	90.5276881353729	37.7333746704182	2.01865128013477e-14	1.86542835164261e-13
"hsa-miR-10b-3p"	83.0137459575701	9.76399583879389e+24	81.5388947682837	37.5655710944806	2.13519149921753e-14	1.94963319035696e-13
"hsa-miR-96-5p"	109.123903600678	7.07242299859277e+32	108.749593094326	37.2907015878255	2.34205609818798e-14	2.11336120860021e-13
"hsa-let-7d-3p"	219.559248686055	1.24142269299256e+66	225.714355021092	37.1855685043342	2.42680571582502e-14	2.16437207446255e-13
"hsa-miR-20a-3p"	99.7884414738526	1.0947478581799e+30	94.5582508651282	37.0648388557722	2.52822624483425e-14	2.22890750550329e-13
"hsa-miR-148b-5p"	97.123892528318	1.72665251941963e+29	88.7726036891644	36.9600662543559	2.61994953564386e-14	2.28352419754414e-13
"hsa-miR-873-5p"	258.591494799279	6.97905399202355e+77	253.049920961545	36.8304210248202	2.73844421147825e-14	2.35998506764474e-13
"hsa-miR-33a-3p"	92.2999078182053	6.09594233764969e+27	91.7670736772895	36.574069237697	2.99010735809815e-14	2.54823593740142e-13
"hsa-miR-96-3p"	78.951451762989	5.84460522358124e+23	77.5445907810134	36.466994433934	3.1025099795268e-14	2.61497269702973e-13
"hsa-miR-375-3p"	88.6262579168294	4.77707474332211e+26	94.487682934933	36.2740021882852	3.31677774723645e-14	2.76518318709821e-13
"hsa-miR-139-3p"	124.57732427642	3.17330186350261e+37	118.962966081955	36.0705498350647	3.56004988376328e-14	2.93608415144778e-13
"hsa-miR-29a-3p"	17833.9105040447	Inf	17475.5564822652	36.0133713289157	3.63183295169485e-14	2.94467401019428e-13
"hsa-miR-217-5p"	102.690481913399	8.18305226701454e+30	91.9974357127915	36.001250342889	3.64724942592511e-14	2.94467401019428e-13
"hsa-miR-326"	217.031833147498	2.15323678908668e+65	229.236112593568	35.8770837503025	3.80930115335689e-14	3.04004309376509e-13
"hsa-miR-499a-3p"	83.4237228652391	1.29730751062175e+25	80.9018676475499	35.8507602092326	3.84464380828179e-14	3.04004309376509e-13
"hsa-let-7f-2-3p"	88.6653879126674	4.90841572631211e+26	92.7365741407393	35.8089708039362	3.90147941757255e-14	3.0535048094675e-13
"hsa-miR-524-3p"	79.0332323599724	6.18548267239825e+23	79.9313801789784	35.7068433616139	4.04422517915495e-14	3.13325324486045e-13
"hsa-miR-490-5p"	120.957904731129	2.58200772176812e+36	120.266361853209	35.6141950401208	4.17859992301337e-14	3.19075812333802e-13
"hsa-miR-18b-3p"	105.120994087563	4.41135891788843e+31	101.469099472331	35.5986255099508	4.20165020152725e-14	3.19075812333802e-13
"hsa-let-7i-3p"	109.574833967023	9.66744687005069e+32	99.805884465526	35.5550872765431	4.2668380877516e-14	3.20849491500537e-13
"hsa-miR-449b-5p"	95.1168973218511	4.29575187540842e+28	94.101486125338	35.5018772105873	4.34799143035365e-14	3.23777614279733e-13
"hsa-miR-323b-5p"	96.6152771423056	1.21365838081581e+29	100.223820853343	35.3419908502961	4.60201716758252e-14	3.39398766109211e-13
